molecule_A2B,2_1_3
├─ divan_inference        6.979 ms      │ 7.096 ms      │ 6.982 ms      │ 6.983 ms      │ 100     │ 100
├─ divan_training         16.92 ms      │ 17.12 ms      │ 17.03 ms      │ 17.02 ms      │ 100     │ 100
╰─ divan_training_verify  17.01 ms      │ 17.18 ms      │ 17.08 ms      │ 17.08 ms      │ 100     │ 100

molecule_A3BC,3_1_1_3
├─ add                    0.387 ns      │ 0.397 ns      │ 0.388 ns      │ 0.39 ns       │ 100     │ 409600
├─ divan_inference        835.8 µs      │ 975.2 µs      │ 907.3 µs      │ 904.8 µs      │ 100     │ 100
├─ divan_training         1.455 ms      │ 1.593 ms      │ 1.465 ms      │ 1.466 ms      │ 100     │ 100
╰─ divan_training_verify  1.46 ms       │ 1.467 ms      │ 1.463 ms      │ 1.463 ms      │ 100     │ 100

molecule_A3BC,3_1_1_4
├─ add                    0.776 ns      │ 0.787 ns      │ 0.777 ns      │ 0.777 ns      │ 100     │ 204800
├─ divan_inference        2.225 ms      │ 2.319 ms      │ 2.228 ms      │ 2.23 ms       │ 100     │ 100
├─ divan_training         5.347 ms      │ 5.37 ms       │ 5.351 ms      │ 5.351 ms      │ 100     │ 100
╰─ divan_training_verify  5.337 ms      │ 5.353 ms      │ 5.339 ms      │ 5.34 ms       │ 100     │ 100

molecule_A3BC,3_1_1_5
├─ add                    0.743 ns      │ 0.757 ns      │ 0.749 ns      │ 0.75 ns       │ 100     │ 409600
├─ divan_inference        6.073 ms      │ 6.121 ms      │ 6.074 ms      │ 6.075 ms      │ 100     │ 100
├─ divan_training         13.89 ms      │ 14.75 ms      │ 14.06 ms      │ 14.11 ms      │ 100     │ 100
╰─ divan_training_verify  13.95 ms      │ 15.27 ms      │ 14.07 ms      │ 14.11 ms      │ 100     │ 100

molecule_A3BC,3_1_1_6
├─ add                    0.776 ns      │ 0.798 ns      │ 0.777 ns      │ 0.779 ns      │ 100     │ 204800
├─ divan_inference        17.74 ms      │ 17.89 ms      │ 17.75 ms      │ 17.75 ms      │ 100     │ 100
├─ divan_training         43.5 ms       │ 47.7 ms       │ 45.27 ms      │ 45.42 ms      │ 100     │ 100
╰─ divan_training_verify  43.18 ms      │ 46.75 ms      │ 44.59 ms      │ 44.83 ms      │ 100     │ 100

molecule_A3BC,3_1_1_7
├─ add                    0.386 ns      │ 0.394 ns      │ 0.39 ns       │ 0.389 ns      │ 100     │ 409600
├─ divan_inference        42.89 ms      │ 43.07 ms      │ 42.9 ms       │ 42.91 ms      │ 100     │ 100
├─ divan_training         93.83 ms      │ 99.29 ms      │ 97.29 ms      │ 97.01 ms      │ 100     │ 100
╰─ divan_training_verify  93.43 ms      │ 98.92 ms      │ 97.13 ms      │ 96.98 ms      │ 100     │ 100

molecule_A3BC,3_1_1_8
├─ add                    0.631 ns      │ 0.645 ns      │ 0.631 ns      │ 0.634 ns      │ 100     │ 204800
├─ divan_inference        87.97 ms      │ 88.12 ms      │ 87.99 ms      │ 87.99 ms      │ 100     │ 100
├─ divan_training         227.4 ms      │ 228.4 ms      │ 227.9 ms      │ 227.9 ms      │ 100     │ 100
╰─ divan_training_verify  227.1 ms      │ 227.9 ms      │ 227.5 ms      │ 227.5 ms      │ 100     │ 100

molecule_A4,4_3
├─ add                    0.777 ns      │ 0.79 ns       │ 0.779 ns      │ 0.781 ns      │ 100     │ 204800
├─ divan_inference        462.1 µs      │ 494.6 µs      │ 463.4 µs      │ 464.5 µs      │ 100     │ 100
├─ divan_training         549.6 µs      │ 559.9 µs      │ 551.3 µs      │ 551.3 µs      │ 100     │ 100
╰─ divan_training_verify  544.8 µs      │ 553 µs        │ 546.5 µs      │ 546.5 µs      │ 100     │ 100

molecule_A4,4_4
├─ add                    0.391 ns      │ 0.404 ns      │ 0.393 ns      │ 0.393 ns      │ 100     │ 204800
├─ divan_inference        552.8 µs      │ 592.5 µs      │ 555.3 µs      │ 555.5 µs      │ 100     │ 100
├─ divan_training         827.2 µs      │ 950.8 µs      │ 829.8 µs      │ 832.4 µs      │ 100     │ 100
╰─ divan_training_verify  826.5 µs      │ 941.2 µs      │ 829.7 µs      │ 830.8 µs      │ 100     │ 100

molecule_A4,4_5
├─ add                    0.723 ns      │ 0.735 ns      │ 0.724 ns      │ 0.725 ns      │ 100     │ 204800
├─ divan_inference        760.2 µs      │ 782.9 µs      │ 762.3 µs      │ 762.5 µs      │ 100     │ 100
├─ divan_training         984.8 µs      │ 1.114 ms      │ 996.3 µs      │ 1.001 ms      │ 100     │ 100
╰─ divan_training_verify  1.019 ms      │ 1.147 ms      │ 1.032 ms      │ 1.034 ms      │ 100     │ 100

molecule_A4,4_6
├─ add                    0.779 ns      │ 0.803 ns      │ 0.781 ns      │ 0.782 ns      │ 100     │ 204800
├─ divan_inference        1.134 ms      │ 1.194 ms      │ 1.137 ms      │ 1.138 ms      │ 100     │ 100
├─ divan_training         2.338 ms      │ 2.628 ms      │ 2.347 ms      │ 2.352 ms      │ 100     │ 100
╰─ divan_training_verify  2.355 ms      │ 2.366 ms      │ 2.359 ms      │ 2.359 ms      │ 100     │ 100

molecule_A4,4_7
├─ add                    0.351 ns      │ 5.521 ns      │ 0.395 ns      │ 0.457 ns      │ 100     │ 204800
├─ divan_inference        1.807 ms      │ 1.888 ms      │ 1.81 ms       │ 1.812 ms      │ 100     │ 100
├─ divan_training         4.256 ms      │ 4.279 ms      │ 4.26 ms       │ 4.261 ms      │ 100     │ 100
╰─ divan_training_verify  4.266 ms      │ 4.291 ms      │ 4.272 ms      │ 4.272 ms      │ 100     │ 100

molecule_A4,4_8
├─ add                    0.776 ns      │ 0.794 ns      │ 0.779 ns      │ 0.782 ns      │ 100     │ 204800
├─ divan_inference        2.693 ms      │ 2.725 ms      │ 2.697 ms      │ 2.697 ms      │ 100     │ 100
├─ divan_training         6.8 ms        │ 6.831 ms      │ 6.804 ms      │ 6.804 ms      │ 100     │ 100
╰─ divan_training_verify  6.834 ms      │ 6.857 ms      │ 6.837 ms      │ 6.838 ms      │ 100     │ 100

molecule_A4B,4_1_3
├─ add                    0.747 ns      │ 0.759 ns      │ 0.748 ns      │ 0.748 ns      │ 100     │ 204800
├─ divan_inference        736.6 µs      │ 761.2 µs      │ 738.9 µs      │ 739.3 µs      │ 100     │ 100
├─ divan_training         1.567 ms      │ 1.581 ms      │ 1.572 ms      │ 1.572 ms      │ 100     │ 100
╰─ divan_training_verify  1.574 ms      │ 1.594 ms      │ 1.58 ms       │ 1.58 ms       │ 100     │ 100

molecule_A4B,4_1_4
├─ add                    0.319 ns      │ 0.326 ns      │ 0.319 ns      │ 0.319 ns      │ 100     │ 204800
├─ divan_inference        1.394 ms      │ 1.431 ms      │ 1.403 ms      │ 1.404 ms      │ 100     │ 100
├─ divan_training         3.34 ms       │ 3.364 ms      │ 3.348 ms      │ 3.347 ms      │ 100     │ 100
╰─ divan_training_verify  3.363 ms      │ 3.387 ms      │ 3.381 ms      │ 3.377 ms      │ 100     │ 100

molecule_A4B,4_1_5
├─ add                    0.395 ns      │ 1.62 ns       │ 0.396 ns      │ 0.409 ns      │ 100     │ 204800
├─ divan_inference        3.033 ms      │ 3.14 ms       │ 3.037 ms      │ 3.038 ms      │ 100     │ 100
├─ divan_training         8.545 ms      │ 10.14 ms      │ 9.894 ms      │ 9.756 ms      │ 100     │ 100
╰─ divan_training_verify  9.305 ms      │ 10.16 ms      │ 9.899 ms      │ 9.873 ms      │ 100     │ 100

molecule_A4B,4_1_6
├─ add                    0.379 ns      │ 1.942 ns      │ 0.38 ns       │ 0.397 ns      │ 100     │ 204800
├─ divan_inference        6.804 ms      │ 6.924 ms      │ 6.806 ms      │ 6.808 ms      │ 100     │ 100
├─ divan_training         27.95 ms      │ 28.35 ms      │ 28.04 ms      │ 28.11 ms      │ 100     │ 100
╰─ divan_training_verify  27.63 ms      │ 27.78 ms      │ 27.66 ms      │ 27.66 ms      │ 100     │ 100

molecule_A4B,4_1_7
├─ add                    0.35 ns       │ 5.289 ns      │ 0.392 ns      │ 0.422 ns      │ 100     │ 204800
├─ divan_inference        14.62 ms      │ 14.83 ms      │ 14.66 ms      │ 14.66 ms      │ 100     │ 100
├─ divan_training         56.15 ms      │ 56.39 ms      │ 56.19 ms      │ 56.21 ms      │ 100     │ 100
╰─ divan_training_verify  56.06 ms      │ 56.38 ms      │ 56.12 ms      │ 56.18 ms      │ 100     │ 100

molecule_A4B,4_1_8
├─ add                    0.779 ns      │ 0.791 ns      │ 0.78 ns       │ 0.781 ns      │ 100     │ 204800
├─ divan_inference        32.36 ms      │ 32.56 ms      │ 32.37 ms      │ 32.38 ms      │ 100     │ 100
├─ divan_training         113.7 ms      │ 114.3 ms      │ 113.8 ms      │ 113.8 ms      │ 100     │ 100
╰─ divan_training_verify  113.4 ms      │ 113.8 ms      │ 113.6 ms      │ 113.6 ms      │ 100     │ 100

molecule_A5,5_3
├─ add                    0.349 ns      │ 5.352 ns      │ 0.392 ns      │ 0.442 ns      │ 100     │ 204800
├─ divan_inference        911.3 µs      │ 1.064 ms      │ 913.8 µs      │ 917 µs        │ 100     │ 100
├─ divan_training         1.591 ms      │ 1.642 ms      │ 1.608 ms      │ 1.615 ms      │ 100     │ 100
╰─ divan_training_verify  1.596 ms      │ 1.619 ms      │ 1.605 ms      │ 1.605 ms      │ 100     │ 100

molecule_A5,5_4
├─ add                    0.352 ns      │ 0.417 ns      │ 0.396 ns      │ 0.391 ns      │ 100     │ 204800
├─ divan_inference        1.518 ms      │ 1.639 ms      │ 1.528 ms      │ 1.53 ms       │ 100     │ 100
├─ divan_training         3.907 ms      │ 3.951 ms      │ 3.916 ms      │ 3.924 ms      │ 100     │ 100
╰─ divan_training_verify  3.939 ms      │ 3.981 ms      │ 3.946 ms      │ 3.952 ms      │ 100     │ 100

molecule_A5,5_5
├─ add                    0.308 ns      │ 0.417 ns      │ 0.392 ns      │ 0.358 ns      │ 100     │ 204800
├─ divan_inference        3.204 ms      │ 3.338 ms      │ 3.216 ms      │ 3.229 ms      │ 100     │ 100
├─ divan_training         18.86 ms      │ 19.16 ms      │ 19.08 ms      │ 19.06 ms      │ 100     │ 100
╰─ divan_training_verify  18.9 ms       │ 19.08 ms      │ 19.01 ms      │ 19.01 ms      │ 100     │ 100

molecule_A5,5_6
├─ add                    0.393 ns      │ 0.406 ns      │ 0.394 ns      │ 0.395 ns      │ 100     │ 204800
├─ divan_inference        7.657 ms      │ 7.776 ms      │ 7.66 ms       │ 7.661 ms      │ 100     │ 100
├─ divan_training         52.2 ms       │ 52.37 ms      │ 52.26 ms      │ 52.26 ms      │ 100     │ 100
╰─ divan_training_verify  52.29 ms      │ 52.41 ms      │ 52.32 ms      │ 52.32 ms      │ 100     │ 100

molecule_A5,5_7
├─ add                    0.349 ns      │ 0.402 ns      │ 0.392 ns      │ 0.382 ns      │ 100     │ 204800
├─ divan_inference        39.83 ms      │ 39.98 ms      │ 39.86 ms      │ 39.86 ms      │ 100     │ 100
├─ divan_training         133.7 ms      │ 134.3 ms      │ 134 ms        │ 134 ms        │ 100     │ 100
╰─ divan_training_verify  132.2 ms      │ 134.8 ms      │ 134.4 ms      │ 134.3 ms      │ 100     │ 100

molecule_A5,5_8
├─ add                    0.75 ns       │ 0.762 ns      │ 0.751 ns      │ 0.752 ns      │ 100     │ 204800
├─ divan_inference        78.7 ms       │ 79.1 ms       │ 78.82 ms      │ 78.81 ms      │ 100     │ 100
├─ divan_training         308.9 ms      │ 310.7 ms      │ 309.4 ms      │ 309.4 ms      │ 100     │ 100
╰─ divan_training_verify  307 ms        │ 309.2 ms      │ 308.5 ms      │ 308.4 ms      │ 100     │ 100

molecule_ABC,1_1_1_2
├─ add                    0.633 ns      │ 2.033 ns      │ 0.634 ns      │ 0.648 ns      │ 100     │ 204800
├─ divan_inference        236.4 µs      │ 258 µs        │ 236.6 µs      │ 237.3 µs      │ 100     │ 100
├─ divan_training         268.1 µs      │ 272.8 µs      │ 268.9 µs      │ 269.3 µs      │ 100     │ 100
╰─ divan_training_verify  266.2 µs      │ 272.7 µs      │ 269.2 µs      │ 268.6 µs      │ 100     │ 100

molecule_ABC,1_1_1_3
├─ add                    0.734 ns      │ 0.789 ns      │ 0.778 ns      │ 0.779 ns      │ 100     │ 409600
├─ divan_inference        299.9 µs      │ 327 µs        │ 300.2 µs      │ 301.6 µs      │ 100     │ 100
├─ divan_training         429.7 µs      │ 442 µs        │ 432.5 µs      │ 432.5 µs      │ 100     │ 100
╰─ divan_training_verify  430.4 µs      │ 437.8 µs      │ 435.3 µs      │ 434.7 µs      │ 100     │ 100

molecule_ABC,1_1_1_4
├─ add                    0.393 ns      │ 2.732 ns      │ 0.394 ns      │ 0.419 ns      │ 100     │ 204800
├─ divan_inference        429.9 µs      │ 462.5 µs      │ 431.5 µs      │ 432.4 µs      │ 100     │ 100
├─ divan_training         657.5 µs      │ 674.9 µs      │ 664.6 µs      │ 664.2 µs      │ 100     │ 100
╰─ divan_training_verify  653.6 µs      │ 683.7 µs      │ 660.8 µs      │ 660.7 µs      │ 100     │ 100

molecule_ABC,1_1_1_5
├─ add                    0.749 ns      │ 2.049 ns      │ 0.749 ns      │ 0.764 ns      │ 100     │ 409600
├─ divan_inference        620 µs        │ 657 µs        │ 621.7 µs      │ 621.7 µs      │ 100     │ 100
├─ divan_training         961.6 µs      │ 1.084 ms      │ 963.1 µs      │ 964.4 µs      │ 100     │ 100
╰─ divan_training_verify  959.8 µs      │ 971.3 µs      │ 962.2 µs      │ 962.5 µs      │ 100     │ 100

molecule_ABC,1_1_1_6
├─ add                    0.394 ns      │ 0.407 ns      │ 0.395 ns      │ 0.397 ns      │ 100     │ 204800
├─ divan_inference        1.014 ms      │ 1.131 ms      │ 1.016 ms      │ 1.019 ms      │ 100     │ 100
├─ divan_training         1.744 ms      │ 1.861 ms      │ 1.749 ms      │ 1.75 ms       │ 100     │ 100
╰─ divan_training_verify  1.751 ms      │ 1.889 ms      │ 1.758 ms      │ 1.76 ms       │ 100     │ 100

molecule_ABC,1_1_1_7
├─ add                    0.632 ns      │ 0.643 ns      │ 0.633 ns      │ 0.634 ns      │ 100     │ 204800
├─ divan_inference        1.456 ms      │ 1.491 ms      │ 1.461 ms      │ 1.462 ms      │ 100     │ 100
├─ divan_training         2.964 ms      │ 3.023 ms      │ 3.011 ms      │ 3.007 ms      │ 100     │ 100
╰─ divan_training_verify  2.966 ms      │ 3.048 ms      │ 2.989 ms      │ 2.99 ms       │ 100     │ 100

molecule_ABC,1_1_1_8
├─ add                    0.776 ns      │ 0.778 ns      │ 0.777 ns      │ 0.777 ns      │ 100     │ 204800
├─ divan_inference        1.959 ms      │ 2.038 ms      │ 1.961 ms      │ 1.963 ms      │ 100     │ 100
├─ divan_training         4.373 ms      │ 4.397 ms      │ 4.377 ms      │ 4.378 ms      │ 100     │ 100
╰─ divan_training_verify  4.361 ms      │ 4.386 ms      │ 4.368 ms      │ 4.368 ms      │ 100     │ 100

molecule_ABCD,1_1_1_1_3
├─ add                    0.751 ns      │ 0.77 ns       │ 0.752 ns      │ 0.753 ns      │ 100     │ 204800
├─ divan_inference        907.4 µs      │ 988.5 µs      │ 910.9 µs      │ 913.2 µs      │ 100     │ 100
├─ divan_training         1.279 ms      │ 1.298 ms      │ 1.288 ms      │ 1.288 ms      │ 100     │ 100
╰─ divan_training_verify  1.27 ms       │ 1.399 ms      │ 1.278 ms      │ 1.279 ms      │ 100     │ 100

molecule_ABCD,1_1_1_1_4
├─ add                    0.391 ns      │ 0.395 ns      │ 0.392 ns      │ 0.392 ns      │ 100     │ 204800
├─ divan_inference        1.938 ms      │ 2.022 ms      │ 1.941 ms      │ 1.943 ms      │ 100     │ 100
├─ divan_training         4.069 ms      │ 4.098 ms      │ 4.077 ms      │ 4.077 ms      │ 100     │ 100
╰─ divan_training_verify  4.066 ms      │ 4.085 ms      │ 4.07 ms       │ 4.07 ms       │ 100     │ 100

molecule_ABCD,1_1_1_1_5
├─ add                    0.394 ns      │ 0.408 ns      │ 0.395 ns      │ 0.396 ns      │ 100     │ 204800
├─ divan_inference        4.416 ms      │ 4.531 ms      │ 4.419 ms      │ 4.421 ms      │ 100     │ 100
├─ divan_training         10.13 ms      │ 10.18 ms      │ 10.14 ms      │ 10.14 ms      │ 100     │ 100
╰─ divan_training_verify  10.12 ms      │ 10.19 ms      │ 10.13 ms      │ 10.13 ms      │ 100     │ 100

molecule_ABCD,1_1_1_1_6
├─ add                    0.338 ns      │ 0.4 ns        │ 0.379 ns      │ 0.368 ns      │ 100     │ 204800
├─ divan_inference        9.632 ms      │ 9.766 ms      │ 9.638 ms      │ 9.639 ms      │ 100     │ 100
├─ divan_training         25.94 ms      │ 26.03 ms      │ 25.97 ms      │ 25.97 ms      │ 100     │ 100
╰─ divan_training_verify  25.97 ms      │ 26.03 ms      │ 25.99 ms      │ 25.99 ms      │ 100     │ 100

molecule_ABCD,1_1_1_1_7
├─ add                    0.343 ns      │ 1.813 ns      │ 0.386 ns      │ 0.387 ns      │ 100     │ 409600
├─ divan_inference        21.33 ms      │ 21.45 ms      │ 21.34 ms      │ 21.34 ms      │ 100     │ 100
├─ divan_training         51.12 ms      │ 51.23 ms      │ 51.13 ms      │ 51.14 ms      │ 100     │ 100
╰─ divan_training_verify  51.07 ms      │ 51.15 ms      │ 51.09 ms      │ 51.09 ms      │ 100     │ 100

molecule_ABCD,1_1_1_1_8
├─ add                    0.778 ns      │ 2.922 ns      │ 0.779 ns      │ 0.802 ns      │ 100     │ 204800
├─ divan_inference        39.01 ms      │ 39.48 ms      │ 39.02 ms      │ 39.03 ms      │ 100     │ 100
├─ divan_training         88.17 ms      │ 88.31 ms      │ 88.2 ms       │ 88.2 ms       │ 100     │ 100
╰─ divan_training_verify  89.24 ms      │ 90.85 ms      │ 89.27 ms      │ 89.29 ms      │ 100     │ 100

molecule_ABCDE,1_1_1_1_1_3
├─ add                    0.394 ns      │ 1.884 ns      │ 0.395 ns      │ 0.411 ns      │ 100     │ 204800
├─ divan_inference        2.235 ms      │ 2.354 ms      │ 2.238 ms      │ 2.244 ms      │ 100     │ 100
├─ divan_training         4.576 ms      │ 4.593 ms      │ 4.579 ms      │ 4.58 ms       │ 100     │ 100
╰─ divan_training_verify  4.567 ms      │ 4.596 ms      │ 4.571 ms      │ 4.572 ms      │ 100     │ 100

molecule_ABCDE,1_1_1_1_1_4
├─ add                    0.351 ns      │ 0.957 ns      │ 0.395 ns      │ 0.403 ns      │ 100     │ 204800
├─ divan_inference        8.391 ms      │ 8.551 ms      │ 8.395 ms      │ 8.397 ms      │ 100     │ 100
├─ divan_training         22.26 ms      │ 22.34 ms      │ 22.28 ms      │ 22.28 ms      │ 100     │ 100
╰─ divan_training_verify  22.26 ms      │ 22.33 ms      │ 22.28 ms      │ 22.28 ms      │ 100     │ 100

molecule_ABCDE,1_1_1_1_1_5
├─ add                    0.78 ns       │ 0.793 ns      │ 0.781 ns      │ 0.783 ns      │ 100     │ 204800
├─ divan_inference        32.38 ms      │ 32.55 ms      │ 32.38 ms      │ 32.39 ms      │ 100     │ 100
├─ divan_training         68.9 ms       │ 69.01 ms      │ 68.91 ms      │ 68.92 ms      │ 100     │ 100
╰─ divan_training_verify  69.23 ms      │ 69.33 ms      │ 69.27 ms      │ 69.27 ms      │ 100     │ 100

molecule_ABCDE,1_1_1_1_1_6
├─ add                    0.719 ns      │ 6.867 ns      │ 0.762 ns      │ 0.829 ns      │ 100     │ 204800
├─ divan_inference        86.89 ms      │ 87.14 ms      │ 86.93 ms      │ 86.93 ms      │ 100     │ 100
├─ divan_training         199.4 ms      │ 218.1 ms      │ 210.2 ms      │ 210.4 ms      │ 100     │ 100
╰─ divan_training_verify  195.4 ms      │ 206.8 ms      │ 200.4 ms      │ 200.9 ms      │ 100     │ 100

